dgp,n,rep,method,MASE,RMSSE,sMAPE
D8,24,38,CrostonOptimized,0.7662713137682483,0.5172195966515553,190.27825833136404
D8,24,39,CrostonOptimized,0.9111008972648073,0.4330754170434736,194.0585687862412
D8,24,40,CrostonOptimized,0.9072302308376964,0.8364754441210248,173.73327394907
D8,24,41,CrostonOptimized,1.4347395204651296,0.9813920286701054,186.0252230732613
D8,24,42,CrostonOptimized,1.6505655886085828,1.192833507957158,174.2598396974169
D8,24,43,CrostonOptimized,0.5728160235021519,0.4618833746721573,180.05424978734013
D8,24,44,CrostonOptimized,0.8178356835232604,0.548040558668617,128.7480656389908
D8,24,45,CrostonOptimized,0.6329842522435347,0.5796470514260196,171.323565709862
D8,24,46,CrostonOptimized,0.774744059332342,0.6300540086907664,186.41135361983586
D8,24,47,CrostonOptimized,1.3637820512820515,1.067030918503671,168.74666975429176
D8,24,48,CrostonOptimized,0.9252994930836214,0.7390503146680665,153.47938846232967
D8,24,49,CrostonOptimized,0.8636836333723852,0.6824961595412593,164.5021067810011
D8,24,50,CrostonOptimized,0.6156743143368856,0.37894428641697453,193.43369932022594
D8,24,51,CrostonOptimized,0.8351785287696404,0.5569331767730368,134.05852290035432
D8,24,52,CrostonOptimized,0.7040159345392502,0.5191150905508197,187.70923842676837
D8,24,53,CrostonOptimized,0.7404242794622989,0.524084179298977,155.82978805805092
D8,24,54,CrostonOptimized,0.8777519718068865,0.5576610428898855,174.261182947871
D8,24,55,CrostonOptimized,1.2532287467650796,1.3015325026481603,180.1674063368288
D8,24,56,CrostonOptimized,1.1082417705800724,0.7036771573904012,165.6375332894762
D8,24,57,CrostonOptimized,1.0497586677293147,0.8450252142304577,154.66956310738672
D8,24,58,CrostonOptimized,1.2592091146273008,0.9680828701267061,187.79757207978008
D8,24,59,CrostonOptimized,0.8159665642798316,0.4894374341263185,159.4501518992858
D8,24,60,CrostonOptimized,0.827588314618697,0.6871064401208781,136.54509028074511
D8,24,61,CrostonOptimized,1.6132171847555397,1.0620861518644686,200.0
D8,24,62,CrostonOptimized,0.7187483808885311,0.5529453896025779,144.82197920087447
D8,24,63,CrostonOptimized,1.3623106775768783,0.9963801840708555,161.87318613717682
D8,24,64,CrostonOptimized,1.9166666666666663,1.4661194980562493,165.80661485351297
D8,24,65,CrostonOptimized,1.064562225225302,0.8329147727078462,136.07599931711826
D8,24,66,CrostonOptimized,0.7502911881852726,0.6455514204188799,163.5430019812252
D8,24,67,CrostonOptimized,0.7434829162534925,0.6321039255770445,136.28619529097926
D8,24,68,CrostonOptimized,1.1131637227893705,0.6301743275607143,173.31276048248742
D8,24,69,CrostonOptimized,0.729829809350386,0.5004248930140475,173.82665851866037
D8,24,70,CrostonOptimized,0.9621170316260637,0.7346090947968063,177.62798723335325
D8,24,71,CrostonOptimized,0.8250578070006862,0.5769852706124623,171.56974452966926
D8,24,72,CrostonOptimized,1.0607479420052353,0.7715647824493389,183.90724940344566
D8,24,73,CrostonOptimized,1.0947100585111587,0.9325396376200465,171.66343702167504
D8,24,74,CrostonOptimized,0.8846153846153847,0.7333420941429482,150.3732283028479
D8,24,75,CrostonOptimized,1.5273457599548004,1.1797463710098777,166.3875025455053
D8,24,76,CrostonOptimized,1.0996776026223438,1.148417263822422,194.61990818092227
D8,24,77,CrostonOptimized,2.098958333333333,0.8610166303162555,164.15089040869591
D8,24,78,CrostonOptimized,1.0952061053628865,0.7302959027268571,182.97565267741575
D8,24,79,CrostonOptimized,1.0578467739810204,0.6573497252440555,173.8141624112585
D8,24,80,CrostonOptimized,1.3124426084494625,1.0354981720132546,171.5302819010844
D8,24,81,CrostonOptimized,0.8846485964912084,0.6894750072030933,181.2383228957725
D8,24,82,CrostonOptimized,0.9130461835124717,0.6163404004755896,173.91656393726018
D8,24,83,CrostonOptimized,0.6848401369395309,0.5781123807917202,153.45892595983355
D8,24,84,CrostonOptimized,0.7411570630489367,0.5353175838493223,114.92940790824039
D8,24,85,CrostonOptimized,0.8855302406476153,0.7808655039317276,170.64585408647997
D8,24,86,CrostonOptimized,0.7853057337571434,0.5400741492098605,172.17033029443402
D8,24,87,CrostonOptimized,0.784631859705919,0.6086001669959491,159.89284906263774
D8,24,88,CrostonOptimized,0.7605942066989406,0.6863997976359287,124.0225161122819
D8,24,89,CrostonOptimized,0.9256148737719981,0.8054143588188794,131.76249429415233
D8,24,90,CrostonOptimized,1.5071175773806642,1.0242998271430643,170.90027736069675
D8,24,91,CrostonOptimized,1.10372483167718,0.727366700463409,169.93621826852578
D8,24,92,CrostonOptimized,1.1131515937478877,0.832044520514642,172.40135215023463
D8,24,93,CrostonOptimized,0.7280288659764378,0.6221851805858852,200.0
D8,24,94,CrostonOptimized,0.8301797214721542,0.6854205277755755,189.58887763488835
D8,24,95,CrostonOptimized,1.1844618270503926,0.7787810694907643,180.93501779175529
D8,24,96,CrostonOptimized,0.5942706582778764,0.39510279200665244,152.9103579232548
D8,24,97,CrostonOptimized,0.5412896545429029,0.46512209834100937,173.93697817750598
D8,24,98,CrostonOptimized,1.7180603820717295,1.0940161381712945,178.14131315263253
D8,24,99,CrostonOptimized,1.28318524429135,0.7330090992953981,155.41025798135684
